"","DOI","Year","Author","references"
"666","10.1177/0959683612471986","2013","Xiuyang Jiang and Yaoqi He and Chuan-Chou Shen and Zhizhong Li and Ke Lin","Jiang, X., He, Y., Shen, C.-C., Li, Z., & Lin, K. (2013). Replicated stalagmite-inferred centennial-to decadal-scale monsoon precipitation variability in southwest China since the mid Holocene. The Holocene, 23(6), 841–849. https://doi.org/10.1177/0959683612471986"
"667","Xu, Q.H., Yang, Z.J., Cui, Z.J., Yang, X.L. and Liang, W.D. (2002). A study on pollen analysis of Qiguoshan section and ancestor living environment in Chifeng area, Nei Mongol. Scientia Geographica Sinica, 22(4), pp.453-457 (in Chinese).","2002","Xu","Xu, Q.H., Yang, Z.J., Cui, Z.J., Yang, X.L. and Liang, W.D. (2002). A study on pollen analysis of Qiguoshan section and ancestor living environment in Chifeng area, Nei Mongol. Scientia Geographica Sinica, 22(4), pp.453-457 (in Chinese)."
"668","Xu, Q.H., Yang, X.L., Yang, Z.J., Liang, W.D. and Sun, L.M., 2004. Reconstruction of climatic changes of Yanshan Mountain area since 5000 aB.P. inferred from pollen data. Scientia Geographica Sinica, 24(3), pp.339-345 (in Chinese).","2004","Xu","Xu, Q.H., Yang, X.L., Yang, Z.J., Liang, W.D. and Sun, L.M., 2004. Reconstruction of climatic changes of Yanshan Mountain area since 5000 aB.P. inferred from pollen data. Scientia Geographica Sinica, 24(3), pp.339-345 (in Chinese)."
"669","10.1007/s11430-006-0615-y","2006","Xuefeng Yu and Weijian Zhou and Lars G. Franzen and Feng Xian and Peng Cheng and A. J. Tim Jull","Yu, X., Zhou, W., Franzen, L. G., Xian, F., Cheng, P., & Jull, A. J. T. (2006). High-resolution peat records for Holocene monsoon history in the eastern Tibetan Plateau. Science in China Series D, 49(6), 615–621. https://doi.org/10.1007/s11430-006-0615-y"
"670","10.1177/0959683619831433","2019","Xunlin Yang and Hong Yang and Baoyan Wang and Li-Jung Huang and Chuan-Chou Shen and R Lawrence Edwards and Hai Cheng","Yang, X., Yang, H., Wang, B., Huang, L.-J., Shen, C.-C., Edwards, R. L., & Cheng, H. (2019). Early-Holocene monsoon instability and climatic optimum recorded by Chinese stalagmites. The Holocene, 29(6), 1059–1067. https://doi.org/10.1177/0959683619831433"
"671","10.1038/ngeo1708","2013","Y-H. Liu and G. M. Henderson and C-Y. Hu and A. J. Mason and N. Charnley and K. R. Johnson and S-C. Xie","Liu, Y.-H., Henderson, G. M., Hu, C.-Y., Mason, A. J., Charnley, N., Johnson, K. R., & Xie, S.-C. (2013). Links between the East Asian monsoon and North Atlantic climate during the 8,200 year event. Nature Geoscience, 6(2), 117–120. https://doi.org/10.1038/ngeo1708"
"672","10.1029/2019GL082405","2019","Y. Ait Brahim and J. A. Wassenburg and L. Sha and F. W. Cruz and M. Deininger and A. Sifeddine and L. Bouchaou and Christoph Spötl and R. L. Edwards and H. Cheng","Ait Brahim, Y., Wassenburg, J. A., Sha, L., Cruz, F. W., Deininger, M., Sifeddine, A., et al. (2019). North Atlantic Ice‐Rafting, Ocean and Atmospheric Circulation During the Holocene: Insights From Western Mediterranean Speleothems. Geophysical Research Letters, 46(13), 7614–7623. https://doi.org/10.1029/2019gl082405"
"673","10.1007/s11430-010-0025-z","2010","Yan Yang and DaoXian Yuan and Hai Cheng and MeiLiang Zhang and JiaMing Qin and YuShi Lin and XiaoYan Zhu and R. Lawrence Edwards","Yang, Y., Yuan, D., Cheng, H., Zhang, M., Qin, J., Lin, Y., et al. (2010). Precise dating of abrupt shifts in the Asian Monsoon during the last deglaciation based on stalagmite data from Yamen Cave, Guizhou Province, China. Science China Earth Sciences, 53(5), 633–641. https://doi.org/10.1007/s11430-010-0025-z"
"674","10.1016/j.quascirev.2011.02.006","2011","Yan Zhao and Zicheng Yu and Wenwei Zhao","Zhao, Y., Yu, Z., & Zhao, W. (2011). Holocene vegetation and climate histories in the eastern Tibetan Plateau: controls by insolation-driven temperature or monsoon-derived precipitation changes? Quaternary Science Reviews, 30(9–10), 1173–1184. https://doi.org/10.1016/j.quascirev.2011.02.006"
"675","10.1007/s12665-012-1899-1","2012","Yanbin Lu and ChengBang An and Zongli Wang and Jiaju Zhao and Haitao Wei and Shichen Tao and Wei Huang and Minmin Ma","Lu, Y., An, C., Wang, Z., Zhao, J., Wei, H., Tao, S., et al. (2012). Mid-Holocene climate change in the eastern Xinjiang region indicated by the grain size and stable isotope record from Lake Barkol, northwest China. Environmental Earth Sciences, 68(8), 2163–2169. https://doi.org/10.1007/s12665-012-1899-1"
"676","Yang, X.D., Zhu, Y.X., Jiang, X.Z., Wu, Y.H. and Wang, S.M., 1998. Environmental changes from spore-pollen record of Mianyang region over the past 10000 years. Journal of Lake Sciences, 10(2), pp.23-29 (in Chinese).","1998","Yang","Yang, X.D., Zhu, Y.X., Jiang, X.Z., Wu, Y.H. and Wang, S.M., 1998. Environmental changes from spore-pollen record of Mianyang region over the past 10000 years. Journal of Lake Sciences, 10(2), pp.23-29 (in Chinese)."
"677","10.1130/g30306.1","2010","Yanjun Cai and Hai Cheng and Zhisheng An and R. Lawrence Edwards and Xianfeng Wang and Liangcheng Tan and Jin Wang","Cai, Y., Cheng, H., An, Z., Edwards, R. L., Wang, X., Tan, L., & Wang, J. (2010). Large variations of oxygen isotopes in precipitation over south-central Tibet during Marine Isotope Stage 5. Geology, 38(3), 243–246. https://doi.org/10.1130/g30306.1"
"678","10.1016/j.epsl.2012.04.035","2012","Yanjun Cai and Haiwei Zhang and Hai Cheng and Zhisheng An and R. Lawrence Edwards and Xianfeng Wang and Liangcheng Tan and Fuyuan Liang and Jin Wang and Megan Kelly","Cai, Y., Zhang, H., Cheng, H., An, Z., Lawrence Edwards, R., Wang, X., et al. (2012). The Holocene Indian monsoon variability over the southern Tibetan Plateau and its teleconnections. Earth and Planetary Science Letters, 335–336, 135–144. https://doi.org/10.1016/j.epsl.2012.04.035"
"679","10.1073/pnas.1424035112","2015","Yanjun Cai and Inez Y. Fung and R. Lawrence Edwards and Zhisheng An and Hai Cheng and Jung-Eun Lee and Liangcheng Tan and Chuan-Chou Shen and Xianfeng Wang and Jesse A. Day and Weijian Zhou and Megan J. Kelly and John C. H. Chiang","Cai, Y., Fung, I. Y., Edwards, R. L., An, Z., Cheng, H., Lee, J.-E., et al. (2015). Variability of stalagmite-inferred Indian monsoon precipitation over the past 252,000 y. Proceedings of the National Academy of Sciences, 112(10), 2954–2959. https://doi.org/10.1073/pnas.1424035112"
"680","10.1016/j.quascirev.2016.12.014","2017","Yanjun Cai and John C.H. Chiang and Sebastian F.M. Breitenbach and Liangcheng Tan and Hai Cheng and R. Lawrence Edwards and Zhisheng An","Cai, Y., Chiang, J. C. H., Breitenbach, S. F. M., Tan, L., Cheng, H., Edwards, R. L., & An, Z. (2017). Holocene moisture changes in western China, Central Asia, inferred from stalagmites. Quaternary Science Reviews, 158, 15–28. https://doi.org/10.1016/j.quascirev.2016.12.014"
"681","10.1016/j.epsl.2009.12.039","2010","Yanjun Cai and Liangcheng Tan and Hai Cheng and Zhisheng An and R. Lawrence Edwards and Megan J. Kelly and Xinggong Kong and Xianfeng Wang","Cai, Y., Tan, L., Cheng, H., An, Z., Edwards, R. L., Kelly, M. J., et al. (2010). The variation of summer monsoon precipitation in central China since the last deglaciation. Earth and Planetary Science Letters, 291(1–4), 21–31. https://doi.org/10.1016/j.epsl.2009.12.039"
"682","10.1007/BF02901169","2001","Yanjun Cai and Meiliang Zhang and Zicheng Peng and Yushi Lin and Zhisheng An and Zhaofeng Zhang and Yunning Cao","Cai, Y., Zhang, M., Peng, Z., Lin, Y., An, Z., Zhang, Z., & Cao, Y. (2001). The δ18O variation of a stalagmite from Qixing Cave, Guizhou Province and indicated climate change during the Holocene. Chinese Science Bulletin, 46(22), 1904–1908. https://doi.org/10.1007/bf02901169"
"683","10.1016/j.epsl.2012.03.016","2012","Yannick Garcin and Daniel Melnick and Manfred R. Strecker and Daniel Olago and Jean-Jacques Tiercelin","Garcin, Y., Melnick, D., Strecker, M. R., Olago, D., & Tiercelin, J.-J. (2012). East African mid-Holocene wet–dry transition recorded in palaeo-shorelines of Lake Turkana, northern Kenya Rift. Earth and Planetary Science Letters, 331–332, 322–334. https://doi.org/10.1016/j.epsl.2012.03.016"
"684","10.1657/1523-0430(2004)036[0139:LGAHGA]2.0.CO;2","2004","Yarrow Axford and Darrell S. Kaufman","Axford, Y., & Kaufman, D. S. (2004). Late Glacial and Holocene Glacier and Vegetation Fluctuations at Little Swift Lake, Southwestern Alaska, U.S.A. Arctic, Antarctic, and Alpine Research, 36(2), 139–146. https://doi.org/10.1657/1523-0430(2004)036[0139:lgahga]2.0.co;2"
"685","10.1038/s41598-018-35498-x","2018","Yassine Ait Brahim and Jasper A. Wassenburg and Francisco W. Cruz and Abdelfettah Sifeddine and Denis Scholz and Lhoussaine Bouchaou and Emilie P. Dassi{\'{e}} and Klaus P. Jochum and R. Lawrence Edwards and Hai Cheng","Ait Brahim, Y., Wassenburg, J. A., Cruz, F. W., Sifeddine, A., Scholz, D., Bouchaou, L., et al. (2018). Multi-decadal to centennial hydro-climate variability and linkage to solar forcing in the Western Mediterranean during the last 1000 years. Scientific Reports, 8(1). https://doi.org/10.1038/s41598-018-35498-x"
"686","10.1130/G22865A.1","2007","Yemane Asmerom and Victor Polyak and Stephen Burns and Jessica Rassmussen","Asmerom, Y., Polyak, V., Burns, S., & Rassmussen, J. (2007). Solar forcing of Holocene climate: New insights from a speleothem record, southwestern United States. Geology, 35(1), 1. https://doi.org/10.1130/g22865a.1"
"687","10.1073/pnas.1616708114","2017","Yonaton Goldsmith and Wallace S. Broecker and Hai Xu and Pratigya J. Polissar and Peter B. deMenocal and Naomi Porat and Jianghu Lan and Peng Cheng and Weijian Zhou and Zhisheng An","Goldsmith, Y., Broecker, W. S., Xu, H., Polissar, P. J., deMenocal, P. B., Porat, N., et al. (2017). Northward extent of East Asian monsoon covaries with intensity on orbital and millennial timescales. Proceedings of the National Academy of Sciences, 114(8), 1817–1821. https://doi.org/10.1073/pnas.1616708114"
"688","10.1038/nature06692","2008","Yongjin Wang and Hai Cheng and R. Lawrence Edwards and Xinggong Kong and Xiaohua Shao and Shitao Chen and Jiangyin Wu and Xiouyang Jiang and Xianfeng Wang and Zhisheng An","Wang, Y., Cheng, H., Edwards, R. L., Kong, X., Shao, X., Chen, S., et al. (2008). Millennial- and orbital-scale changes in the East Asian monsoon over the past 224,000 years. Nature, 451(7182), 1090–1093. https://doi.org/10.1038/nature06692"
"689","10.1126/science.1106296","2005","Yongjin Wang and Hai Cheng and R. Lawrence Edwards and Yaoqi He and Xinggong Kong and Zhisheng An and Jiangying Wu and Megan J. Kelly and Carolyn A. Dykoski and Xiangdong Li","Wang, Y., Cheng, H., Edwards, R. L., He, Y., Kong, X., An, Z., et al. (2005). The Holocene Asian Monsoon: Links to Solar Changes and North Atlantic Climate. Science, 308(5723), 854–857. https://doi.org/10.1126/science.1106296"
"690","10.1016/j.epsl.2021.117148","2021","Yue Ma and Syee Weldeab and Ralph R. Schneider and Nils Andersen and Dieter Garbe-Schönberg and Tobias Friedrich","Ma, Y., Weldeab, S., Schneider, R. R., Andersen, N., Garbe-Schönberg, D., & Friedrich, T. (2021). Strong Southern African Monsoon and weak Mozambique Channel throughflow during Heinrich events: Implication for Agulhas leakage. Earth and Planetary Science Letters, 574, 117148. https://doi.org/10.1016/j.epsl.2021.117148"
"691","10.1177/0959683615612586","2015","Yue Wang and Jacquelyn L. Gill and Jeremiah Marsicek and Anna Dierking and Bryan Shuman and John W Williams","Wang, Y., Gill, J. L., Marsicek, J., Dierking, A., Shuman, B., & Williams, J. W. (2015). Pronounced variations in Fagus grandifolia abundances in the Great Lakes region during the Holocene. The Holocene, 26(4), 578–591. https://doi.org/10.1177/0959683615612586"
"692","10.1016/j.quaint.2013.03.018","2013","Zachary Lundeen and Andrea Brunelle and Stephen J. Burns and Victor Polyak and Yemane Asmerom","Lundeen, Z., Brunelle, A., Burns, S. J., Polyak, V., & Asmerom, Y. (2013). A speleothem record of Holocene paleoclimate from the northern Wasatch Mountains, southeast Idaho, USA. Quaternary International, 310, 83–95. https://doi.org/10.1016/j.quaint.2013.03.018"
"693","Zhang, Z.Q., Xu, Q.H., Li, Y.C., Yang, X.L., Jing, Z.C. and Tang, J.G., 2007. Environmental change of the Yin ruins area based on pollen analysis. Quaternary Research, 27(3), pp.461-468 (in Chinese).","2007","Zhang","Zhang, Z.Q., Xu, Q.H., Li, Y.C., Yang, X.L., Jing, Z.C. and Tang, J.G., 2007. Environmental change of the Yin ruins area based on pollen analysis. Quaternary Research, 27(3), pp.461-468 (in Chinese)."
"694","10.1016/j.epsl.2014.07.013","2014","Zhaohui Zhang and Guillaume Leduc and Julian P. Sachs","Zhang, Z., Leduc, G., & Sachs, J. P. (2014). El Niño evolution during the Holocene revealed by a biomarker rain gauge in the Galápagos Islands. Earth and Planetary Science Letters, 404, 420–434. https://doi.org/10.1016/j.epsl.2014.07.013"
"695","10.1191/0959683603hl667ft","2003","Zicheng Yu and Ian D. Campbell and Celina Campbell and Dale H. Vitt and Gerard C. Bond and Michael J. Apps","Yu, Z., Campbell, I. D., Campbell, C., Vitt, D. H., Bond, G. C., & Apps, M. J. (2003). Carbon sequestration in western Canadian peat highly sensitive to Holocene                 wet-dry climate cycles at millennial timescales. The Holocene, 13(6), 801–808. https://doi.org/10.1191/0959683603hl667ft"
"696","10.1073/pnas.1610930114","2017","Zongmin Zhu and Joshua M. Feinberg and Shucheng Xie and Mark D. Bourne and Chunju Huang and Chaoyong Hu and Hai Cheng","Zhu, Z., Feinberg, J. M., Xie, S., Bourne, M. D., Huang, C., Hu, C., & Cheng, H. (2017). Holocene ENSO-related cyclic storms recorded by magnetic minerals in speleothems of central China. Proceedings of the National Academy of Sciences, 114(5), 852–857. https://doi.org/10.1073/pnas.1610930114"
"697","de Beaulieu, J.L., 1977. Contribution pollenanalytique a l'histoire tardiglaciaire et Holocene de la vegetation des Alpes meridionales francaices. Doctoral dissertation. Universite d'Aix-Marseille, Marseille, France.","1977","de Beaulieu","de Beaulieu, J.L., 1977. Contribution pollenanalytique a l'histoire tardiglaciaire et Holocene de la vegetation des Alpes meridionales francaices. Doctoral dissertation. Universite d'Aix-Marseille, Marseille, France."
"698","van Zeist, W., Woldring, H. and Stapert, D., 1975. Late Quaternary vegetation and climate of southwestern Turkey. Palaeohistoria, 17, pp.53-143.","1975","van Zeist","van Zeist, W., Woldring, H. and Stapert, D., 1975. Late Quaternary vegetation and climate of southwestern Turkey. Palaeohistoria, 17, pp.53-143."
"699","van Zeist, W. and van der Spoel-Walvius, M.R., 1980. A palynological study of the late-glacial and the postglacial in the Paris Basin. Palaeohistoria, 23, pp.67-109.","1980","van Zeist","van Zeist, W. and van der Spoel-Walvius, M.R., 1980. A palynological study of the late-glacial and the postglacial in the Paris Basin. Palaeohistoria, 23, pp.67-109."
"700","van der Knaap, W.O. and Ammann, B., 1997. Depth-age relationships of 25 well-dated Swiss Holocene pollen sequences archived in the Alpine Palynological Data-Base. Revue de Paleobiologie, 16(2), pp.433-480.","1997","van der Knaap","van der Knaap, W.O. and Ammann, B., 1997. Depth-age relationships of 25 well-dated Swiss Holocene pollen sequences archived in the Alpine Palynological Data-Base. Revue de Paleobiologie, 16(2), pp.433-480."
"701","van der Knaap, W.O., van Leeuwen, J.F., Fankhauser, A. and Ammann, B., 2000. Palynostratigraphy of the last centuries in Switzerland based on 23 lake and mire deposits: chronostratigraphic pollen markers, regional patterns, and local histories. Review of Palaeobotany and Palynology, 108(1-2), pp.85-142.","1997","van der Knaap","van der Knaap, W.O., van Leeuwen, J.F., Fankhauser, A. and Ammann, B., 2000. Palynostratigraphy of the last centuries in Switzerland based on 23 lake and mire deposits: chronostratigraphic pollen markers, regional patterns, and local histories. Review of Palaeobotany and Palynology, 108(1-2), pp.85-142."
"702","van der Knaap, W.O. and Van Leeuwen, J.F.N., 2001. Vegetationsgeschichte und menschlicher Einfluss in der Umgebung des Bibersees zwischen 2600 und 50 v. Chr. Cham-Oberwil, Hof (Kanton Zug)-Befunde und Funde aus der Glockenbecherkultur und der Bronzezeit. Antiqua, 33, pp.194-199 (in German).","2001","van der Knaap","van der Knaap, W.O. and Van Leeuwen, J.F.N., 2001. Vegetationsgeschichte und menschlicher Einfluss in der Umgebung des Bibersees zwischen 2600 und 50 v. Chr. Cham-Oberwil, Hof (Kanton Zug)-Befunde und Funde aus der Glockenbecherkultur und der Bronzezeit. Antiqua, 33, pp.194-199 (in German)."
